connection,attention,meditation,delta, theta, low alpha, high alpha, low beta, high beta, low gamma, high gamma, id
26,20,80,383238,134018,35113,73174,9300,85041,2456,4793,0
26,20,80,453224,135137,8887,78680,6101,33059,8850,2391,0
26,20,80,1284051,344284,60961,312996,20804,228116,9469,8216,0
26,20,80,753556,108851,13511,82417,23059,25398,37021,14603,0
26,20,80,139149,10083,8080,11014,10436,22985,20308,6024,0
26,20,80,1432772,86847,25591,99892,5344,42080,7574,4542,0
26,20,80,84395,25652,10145,5237,3130,8806,8688,9133,0
26,20,80,853226,112992,2402,70799,17724,25812,57961,8636,0
26,20,80,1573256,49921,43523,22923,10613,72114,74110,10002,0
26,20,80,170872,25962,13146,16221,4741,5501,3396,2001,0
26,20,80,44250,41345,1745,15059,4550,14394,6568,3717,0
26,20,80,116682,214185,9003,66552,996,78601,2296,3158,0
26,20,80,113635,15732,5026,23198,6219,6601,6964,3228,0
26,20,80,486152,98652,12023,52718,7436,31418,24326,3460,0
26,20,80,309517,181127,31800,77705,8460,30695,26177,7662,0
26,20,80,290172,233101,40971,336784,47033,336027,12713,27418,0
26,20,80,575571,1077137,128728,78879,11800,100145,25779,12662,0
26,20,80,53830,34632,4517,20261,2156,13054,4046,1871,0
26,20,80,714236,104407,24667,58075,14500,29255,46536,12315,0
26,20,80,106436,192832,1733,101533,2283,61241,2686,6020,0
26,20,80,68646,12235,1257,5650,4536,9747,5661,5129,0
26,20,80,162451,22657,8497,6098,10936,17785,16157,5394,0
26,20,80,242732,17609,3896,13292,7920,7472,7187,3844,0
26,20,80,1343859,134912,37596,100049,39244,42480,23129,9549,0
26,20,80,46298,13199,5823,18048,1412,9614,3657,2375,0
26,20,80,36757,15284,3380,9768,4794,16856,17255,6633,0
26,20,80,18689,24880,5322,25160,2012,19379,924,700,0
0,26,83,928886,251772,116240,144362,21706,191062,5904,7509,0
26,26,83,224212,38373,11310,88183,1520,71990,1717,3055,0
26,26,83,667543,120734,8703,42308,3564,43492,845,1579,0
0,26,84,173442,33851,12008,25808,5184,43408,3280,2097,0
26,26,84,661701,573297,47039,92470,21757,175447,4040,8123,0
0,23,88,790741,137618,59922,174891,15343,69819,7293,7131,0
26,23,88,89172,13290,699,5845,949,8437,2920,974,0
26,23,88,163395,52214,20934,23654,4345,21930,7070,1839,0
0,24,94,1948104,153461,584422,1098680,140999,280431,270945,51976,0
26,24,94,298173,134287,5637,30711,3766,29579,6711,678,0
26,24,94,64896,11372,2041,14912,1413,10036,4161,1113,0
26,24,94,84949,128391,4721,90131,3259,48821,1767,4561,0
26,24,94,664471,73498,17943,55817,5537,42732,2852,1610,0
26,24,94,110525,135064,10865,92211,3793,30404,2176,3375,0
26,24,94,405456,52147,3098,39656,25042,20194,5122,2432,0
26,24,94,887350,39458,27931,61772,3580,15546,9371,7264,0
26,24,94,170362,8970,2678,9033,7080,12897,11659,1237,0
26,24,94,240782,42602,19384,48340,7192,35778,2245,2596,0
0,24,93,1727055,1573298,162531,634056,87755,925001,42953,21287,0
26,24,93,144334,33185,1404,6029,854,14039,2104,1113,0
26,24,93,1950441,440567,2235,122043,12058,258397,8010,8414,0
26,24,93,36950,22485,826,9924,1596,9267,638,182,0
26,24,93,150786,63658,11641,25822,6911,32214,1819,1542,0
26,24,93,216720,50499,13281,28524,7746,35981,2386,1610,0
26,24,93,148660,21548,410,10173,927,5793,3509,1117,0
26,24,93,679958,98616,16425,42538,13805,23310,4624,2232,0
0,21,94,108215,64874,12280,54641,1341,38651,977,3994,0
26,21,94,71817,201352,12212,61411,2716,53916,3719,2737,0
26,21,94,166673,60170,4283,50188,4665,91620,3992,4305,0
0,23,84,423686,577154,27693,144590,10007,230276,8735,16309,0
26,23,84,761142,175076,26055,31493,4526,34259,3371,1703,0
0,21,70,1016164,401057,28782,157609,10678,54866,21714,7949,0
26,21,70,285966,134226,11663,42133,3779,41893,1343,2168,0
26,21,70,361900,47115,17103,54911,6187,67592,1918,2505,0
26,21,70,122343,4931,9099,11103,2354,14240,8953,2244,0
26,21,70,2199567,645976,6761,148357,20273,104577,34026,8831,0
26,21,70,2024392,132525,27551,86433,7435,51159,61408,3540,0
26,21,70,43313,3562,10703,6408,7992,11542,13891,2684,0
26,21,70,1210354,401814,37643,110350,21553,111204,133089,32320,0
26,21,70,1473210,280927,26075,128328,28031,89163,24763,15195,0
26,21,70,2431225,222726,78338,410662,14494,83322,31101,15917,0
26,21,70,108271,132197,11916,41336,3132,46312,4118,2164,0
26,21,70,32544,22683,4288,13307,921,19409,691,431,0
26,21,70,36710,128690,11234,42698,4950,32875,2233,2649,0
26,21,70,1327633,94711,81652,300122,19277,77282,31316,10233,0
26,21,70,180101,23366,29891,74408,4475,30459,2177,5449,0
26,21,70,458968,28741,21276,37579,3229,31751,8002,12723,0
26,21,70,165740,10196,1479,10993,4285,8538,7823,2768,0
26,21,70,227167,55430,11689,96187,2906,20695,9413,3280,0
0,16,74,646952,444580,74287,167641,2890,85976,18603,5356,0
0,20,70,419120,238872,8575,206695,10739,229442,13050,3018,0
26,20,70,283163,63983,5054,73067,709,83460,2235,1699,0
26,20,70,130764,160492,7014,35576,2703,57618,2730,653,0
26,20,70,262180,25792,7697,9462,1532,7438,4668,2299,0
0,16,87,828991,25576,69864,269220,36548,62474,55427,8311,0
26,16,87,1213524,127004,4507,53358,7764,8835,11965,2318,0
26,16,87,71646,2747,2776,7949,1348,10699,2865,2636,0
26,16,87,65508,208389,1621,40558,5118,49040,1353,1084,0
0,17,87,519051,363987,14882,151387,30266,82947,37247,5281,0
26,17,87,111477,138558,19047,54084,1193,48626,2725,1844,0
26,17,87,39442,20496,5764,11911,2618,22045,1194,590,0
26,17,87,1091989,261216,76362,126602,50840,375291,13001,8875,0
26,17,87,197913,7242,1905,5593,1467,7273,2956,1006,0
26,17,87,365592,98145,5616,27232,2179,24738,2130,1356,0
26,17,87,2455704,237131,19251,155528,46089,129147,61045,28441,0
26,17,87,75121,158402,12905,89428,18474,23233,42390,12876,0
26,17,87,604606,1191778,138446,443905,290230,87634,93395,93439,0
26,17,87,1225683,392034,71260,65408,51953,20034,13676,20089,0
26,17,87,896796,39093,64582,37982,7807,30154,4182,2263,0
26,17,87,379151,111325,26257,87518,7460,36821,8998,5999,0
26,17,87,151506,14988,1029,3440,6674,12070,8778,10701,0
26,17,87,211479,56900,25251,33572,3803,69370,3722,3738,0
26,17,87,164568,16746,9170,9908,3907,6454,3642,3133,0
26,17,87,819160,84607,11904,49018,8464,12126,7324,1427,0
26,17,87,80605,36445,1861,11171,5210,5470,10052,3102,0
26,17,87,772079,231604,16015,28863,11626,43396,8161,8020,0
26,17,87,32808,6269,1855,33764,1577,16102,1160,1362,0
26,17,87,106525,138613,18149,83031,2623,65936,2280,1594,0
26,17,87,79551,22097,2688,22543,1682,7988,12469,1440,0
26,17,87,89138,126335,4463,55831,11132,57213,1357,1658,0
26,17,87,210477,147862,13458,56857,5646,61995,3663,5295,0
26,17,87,412266,217644,7295,43790,3029,43042,2972,2672,0
26,17,87,562641,278023,9562,178347,23037,200920,11274,8126,0
26,17,87,114345,17265,1628,6914,2842,4667,4096,2716,0
26,17,87,62675,286068,1530,80413,5985,38749,2127,1398,0
26,17,87,53529,28288,4002,10556,1299,5608,2020,706,0
26,17,87,61580,51385,6071,12299,952,7775,1403,993,0
26,17,87,707375,222344,19611,48152,8406,22854,9276,2676,0
26,17,87,1331376,20403,33247,12696,18945,57830,35574,17742,0
26,17,87,53640,7268,3162,8466,2818,6442,1266,569,0
26,17,87,328456,86219,8024,59553,4377,27036,4360,2826,0
26,17,87,1219902,261450,32287,247785,9308,160292,8079,15122,0
26,17,87,1226994,42308,14818,27095,11650,20340,9965,9937,0
26,17,87,188448,156953,11527,63351,1470,61692,1385,1710,0
26,17,87,88364,51269,1006,17956,506,12422,659,235,0
26,17,87,693226,292247,9741,209204,17771,181724,13300,8155,0
26,17,87,138884,13535,1037,4702,2348,13702,805,327,0
26,17,87,1308404,422841,61280,248487,41750,137443,6630,6137,0
26,17,87,42082,187750,6618,43500,1236,34548,1321,2635,0
26,17,87,64301,135433,7952,38855,9033,16748,7733,1211,0
26,17,87,167049,37232,19679,32040,10726,94750,3090,2752,0
26,17,87,145249,164425,1516,56591,8343,59694,2883,4163,0
0,14,83,902573,720761,72728,186906,18591,58319,39358,5921,0
26,14,83,1500596,1261766,261682,429919,71083,59410,56694,17251,0
26,14,83,93187,74700,18982,36829,1072,88850,4498,4976,0
0,11,74,323709,1037681,28229,93447,2097,230107,11976,10410,0
26,11,74,679529,65416,6874,26954,10738,22417,10858,3953,0
0,8,61,505976,480896,29500,261559,11977,82978,15222,14517,0
26,8,61,183338,93936,22142,21990,32842,11218,9199,7115,0
26,8,61,827980,150101,102718,79823,49379,32760,45019,9610,0
26,8,61,72213,8427,3631,7515,1030,8878,970,653,0
0,10,67,565623,146343,80379,180734,4583,84134,66647,7628,0
26,10,67,80326,15172,1505,9103,1913,8141,4568,1311,0
26,10,67,134436,15466,4219,7324,5534,19575,3211,5491,0
26,10,67,217128,49479,5423,3760,3187,6252,2681,2551,0
26,10,67,105456,159967,2439,29695,2108,39953,3111,2966,0
26,10,67,155237,104324,15947,47937,2348,48477,2237,2621,0
26,10,67,172326,29744,11305,57395,5705,82653,2726,2561,0
26,10,67,101170,13522,17086,18281,6120,18734,11614,2675,0
26,10,67,253154,230192,4210,46793,2097,39942,1465,3047,0
0,14,64,631235,529440,24005,93693,62410,83255,27935,9351,0
0,8,78,820602,306819,71437,199659,19468,36557,49247,8029,0
26,8,78,906869,33845,5950,35031,16356,35458,28518,14019,0
26,8,78,264422,300407,16119,21969,15253,29512,7997,5892,0
26,8,78,113366,95840,10557,15588,6866,9706,24850,1032,0
26,8,78,1723070,315668,8567,162921,86278,83030,84330,5281,0
26,8,78,62426,9580,620,2288,5883,4407,1323,1800,0
26,8,78,120374,20216,3783,8398,2585,14947,792,836,0
0,11,75,422364,407345,9143,148282,10774,101010,42132,11381,0
26,11,75,1532543,462360,65884,172179,12090,63565,80631,15087,0
0,16,66,712771,283630,35451,136657,20950,229736,14543,6031,0
26,16,66,9252,9927,1447,17046,752,19345,946,1003,0
26,16,66,524277,111003,18147,21460,7646,31143,6259,3977,0
26,16,66,265581,67792,6579,68974,1937,46467,4037,2929,0
26,16,66,1406253,427198,51781,132454,37614,103404,98749,7612,0
26,16,66,1179976,384541,43571,160617,36844,237970,10914,11688,0
26,16,66,281125,164016,19836,23256,7920,26198,24547,9905,0
0,16,78,980895,209497,38882,330398,26497,95788,93356,12686,0
26,16,78,347263,118180,17875,57422,11083,64753,2596,2591,0
0,26,78,612644,267350,64555,298651,20291,221675,23960,6662,0
26,26,78,385449,176426,12035,64373,4556,84284,6564,2051,0
26,26,78,2693096,492965,5211,63794,28920,100907,104681,21862,0
26,26,78,1113693,397339,24454,237387,8003,141633,76758,8996,0
26,26,78,1993010,254393,67152,82093,109176,177656,22688,6528,0
0,20,80,2977155,1316466,249350,429507,211282,129030,137336,53092,0
26,20,80,792058,183768,34328,10877,13173,44236,30913,4786,0
26,20,80,429601,142366,29627,49207,18531,28089,4204,2393,0
26,20,80,387166,131941,15794,49224,2742,34956,3778,3198,0
0,4,81,1024253,550931,24942,190426,9069,20168,135926,15078,0
26,4,81,322100,154729,5569,35594,14124,65527,3409,2363,0
26,4,81,138751,29839,3503,9944,4435,13030,931,485,0
26,4,81,262024,90780,16840,44330,3658,14089,5180,2085,0
26,4,81,2253654,118324,132559,181711,13565,112554,10736,21126,0
26,4,81,28160,19473,6916,7628,1076,23219,2041,533,0
0,14,75,645702,135849,18189,167407,21109,309984,10010,7844,0
26,14,75,228810,247217,14331,17680,4407,21818,13172,1986,0
0,7,75,1565635,1544643,420336,733196,178929,188560,87915,35315,0
0,14,74,82566,98000,6028,45967,4482,49123,2006,2652,0
26,14,74,19115,16643,3898,8027,1862,11290,1174,715,0
0,26,67,2190778,1346607,65379,350420,104333,478588,119057,23317,0
26,26,67,772808,52875,35371,44166,20657,17795,11241,2218,0
26,26,67,62252,17344,4221,15049,1506,6261,1004,2049,0
26,26,67,283754,43177,11162,63524,6658,66830,2002,1300,0
26,26,67,82107,39161,9069,32809,6524,21062,3780,2068,0
0,24,77,1646412,17947,52257,202051,7332,197363,16456,12366,0
0,30,74,1290634,132034,12691,67570,16397,47502,38972,8226,0
26,30,74,392078,28882,7841,24657,10115,14086,3840,1520,0
26,30,74,89805,20044,2907,7661,5591,10300,678,532,0
0,24,70,105904,176075,4259,39280,812,20439,5558,2020,0
0,21,78,1153523,459159,97345,308483,19430,118485,48229,11780,0
0,8,70,436148,452063,47210,159074,26612,34845,71952,2983,0
26,8,70,140742,13223,1623,8038,4202,10195,2638,1693,0
26,8,70,1468796,558369,179573,280600,51451,43281,45334,4721,0
26,8,70,954813,589892,62955,173061,4721,78486,60710,4250,0
26,8,70,655377,17442,13822,21602,6444,10897,14711,6306,0
0,3,74,655262,376379,76610,140130,25643,54380,68271,11184,0
26,3,74,1442859,791055,44499,271870,26434,102028,45783,10400,0
26,3,74,163150,8343,4208,7750,5789,2938,3132,2848,0
0,10,75,1227255,226820,42342,55221,16345,82719,24491,5431,0
0,16,74,666771,102090,38086,130982,14550,178518,5274,5972,0
26,16,74,2667962,338714,66744,196914,20396,78974,59294,5226,0
26,16,74,585688,117194,18739,49158,4446,45693,3650,749,0
0,23,69,447104,633991,52244,125644,8453,148547,8134,4946,0
26,23,69,707821,9577,21728,33706,21631,14918,9114,5882,0
26,23,69,196937,10330,15001,44439,6666,83365,4596,4612,0
26,23,69,161046,183459,12309,56317,3274,26501,1757,1659,0
26,23,69,2074807,80577,5492,25158,31479,16172,34003,1976,0
0,23,69,473910,406667,26565,241531,14615,56317,95294,16189,0
26,23,69,174621,50423,10669,25337,3319,37722,1424,1909,0
26,23,69,116089,25268,3866,4269,3777,14086,2139,1269,0
26,23,69,253053,124626,6622,61440,18363,35302,3837,2675,0
26,23,69,249819,32948,19884,47247,2679,12458,43855,1852,0
0,24,75,637572,96938,50566,117674,45598,113005,23583,8068,0
26,24,75,1032871,410627,46461,128021,10293,147037,10673,7501,0
26,24,75,245313,15531,13927,34581,6586,86569,3478,2017,0
26,24,75,435352,14817,18027,29865,9899,50698,5027,2232,0
0,13,75,275152,374518,42715,189169,13959,37025,37518,7852,0
0,16,83,1036307,122599,55321,111876,13213,97819,32593,8523,0
26,16,83,198804,35476,12898,23238,3548,79572,2144,3675,0
0,23,81,388988,441087,57981,207070,22345,189533,27870,6037,0
26,23,81,2243034,274023,73519,89213,47830,57322,54747,4648,0
26,23,81,248925,32888,2659,21774,7071,14823,12253,1842,0
26,23,81,556050,52191,14596,76279,8681,9038,8279,1208,0
26,23,81,472917,33106,16778,33246,2932,51632,2227,4008,0
26,23,81,190876,68617,3268,36659,8466,56611,5322,5419,0
26,23,81,88569,7365,2051,6111,1349,6523,3359,1678,0
26,23,81,2500387,527947,115403,179083,22701,85262,108906,9726,0
26,23,81,210533,105293,3686,37825,1296,61659,6231,2147,0
26,23,81,685652,56533,3847,40064,9346,27358,13158,2023,0
0,16,87,495645,111915,21033,153202,11808,30485,25011,9737,0
0,30,77,405667,180249,6101,56974,63413,228626,14342,8125,0
0,35,74,507102,121784,32485,153046,46228,185529,4751,13496,0
26,35,74,129692,15117,1371,5577,3000,7059,4582,3109,0
26,35,74,489382,523234,78347,105537,12335,154419,12464,7003,0
26,35,74,192038,86449,10732,71899,2613,14245,13630,1232,0
26,35,74,327851,49267,6378,37213,3360,43938,1878,2464,0
26,35,74,262474,115842,6267,18439,8127,55012,2448,4042,0
26,35,74,806797,47270,8721,10933,679,35768,4243,1899,0
0,29,66,62081,150812,4135,32673,26030,21329,14621,8051,0
0,24,53,881523,765223,35321,97488,95547,36047,53657,5995,0
26,24,53,948881,31357,42611,26784,19861,16494,12086,5425,0
26,24,53,226347,21307,836,9264,898,4962,3093,2001,0
26,24,53,179113,190416,5837,39511,11166,19593,7309,2182,0
26,24,53,66273,10815,1444,7261,701,6933,617,939,0
26,24,53,164691,48727,8415,35832,6356,43392,788,1421,0
26,24,53,385904,43925,10116,18605,21152,40546,2237,2249,0
26,24,53,368260,130782,3016,26733,12156,59647,2485,2016,0
0,16,63,1795293,224403,20189,151803,33365,94188,21878,9674,0
0,7,56,2766453,1680450,132649,297912,68777,176015,134190,24440,0
26,7,56,148231,118263,7621,46307,7369,55528,5291,1434,0
26,7,56,251415,20334,5025,4647,2437,7618,1351,638,0
26,7,56,1010489,490108,49740,112977,11232,128936,13148,9070,0
0,11,67,160098,41286,3560,55961,3018,29321,2017,3571,0
26,11,67,48145,14809,8972,5114,2474,12221,1936,1424,0
26,11,67,263490,67142,8773,23591,9119,62998,7362,2802,0
26,11,67,1216279,9387,13173,52161,5266,18310,2526,4929,0
0,23,78,148743,36664,23711,22804,3684,29875,758,2037,0
0,17,78,622461,219150,40691,127074,57498,30926,73815,7686,0
26,17,78,990550,133188,111353,66127,70569,35643,33315,9205,0
26,17,78,267485,21287,8584,38396,3599,41133,7014,1299,0
0,16,84,879565,294333,30572,206528,40132,32353,66000,18211,0
0,16,83,2903812,178658,85838,284059,183646,183726,76452,32485,0
26,16,83,22980,13719,6797,10814,780,15695,614,786,0
26,16,83,249247,18185,2632,25844,3531,38594,3325,1479,0
26,16,83,1163489,328814,59953,75613,32864,45456,65061,4740,0
0,16,83,260247,72165,31408,53404,4239,42540,60268,5039,0
0,23,75,631412,395167,22750,93660,18053,158011,18540,7934,0
26,23,75,192127,15667,4683,6428,3037,7938,3331,2420,0
26,23,75,1110917,78681,11786,16068,5499,23336,17972,1389,0
26,23,75,1410192,193546,87648,49954,35264,31444,12359,12382,0
0,30,77,1197311,132663,69882,121825,32727,86704,44034,15933,0
26,30,77,365673,139863,1415,35777,3616,39143,1250,1567,0
26,30,77,386295,69752,4372,25693,9307,21627,2152,1980,0
0,23,70,401056,243222,38367,55689,20241,27381,30783,7540,0
0,30,64,138388,15466,2275,15180,5347,36262,1940,5444,0
26,30,64,240046,87254,8563,39955,7348,51518,3251,3805,0
0,24,74,1262122,1928597,389614,801226,114609,252297,217829,35836,0
0,24,69,1738627,450825,263641,210042,199982,286200,212432,36751,0
0,38,75,344334,55265,11127,173986,10462,210793,9051,15363,0
26,38,75,710636,52094,11512,33741,4022,7480,11780,1799,0
26,38,75,1646366,235901,260765,86009,8127,85235,31778,16043,0
0,21,67,564393,231602,3581,28910,9519,15971,21151,2582,0
0,29,74,674847,63322,37911,93938,24721,66996,16190,11509,0
0,26,70,1045731,1033261,487196,218641,247851,270465,99074,22121,0
26,26,70,127162,14581,5292,7958,2115,5470,2339,954,0
0,23,67,2482957,1021107,62249,596039,27633,757524,63493,67356,0
26,23,67,1018216,16729,3730,4483,15525,10475,15151,8551,0
0,29,81,215426,210200,108096,123509,19012,69851,37293,9772,0
26,29,81,89564,23238,3575,10028,3094,15888,1373,756,0
26,29,81,203746,114860,1428,31096,5484,39479,4105,1786,0
26,29,81,93876,7114,1917,7791,1018,11381,1016,451,0
26,29,81,113499,98126,3692,31276,1825,13840,13329,2037,0
26,29,81,99557,42854,7893,18549,1508,65313,1927,1805,0
0,26,70,814231,394199,96365,72708,36025,121271,26302,8852,0
26,26,70,204417,69585,6178,16819,6851,48949,2417,2445,0
0,27,69,1540613,192636,27499,83329,13708,60036,25377,9041,0
0,24,66,1611383,966386,145295,238646,105954,353214,42210,49040,0
26,24,66,132201,8139,1589,9635,3839,3534,1772,1208,0
26,24,66,1908007,103664,33461,136461,24794,42183,42918,5037,0
0,23,60,835921,204919,32604,54702,18026,40476,51886,6657,0
0,17,64,752921,294140,74319,124517,10216,35593,65088,7701,0
26,17,64,44276,7532,1788,7851,2276,6898,1104,1345,0
26,17,64,325870,60007,15008,45116,6997,45152,1778,820,0
26,17,64,784741,29894,1506,45315,2083,17607,16905,1287,0
26,17,64,1963580,188308,16997,82768,27918,80675,91597,7256,0
0,16,67,509670,923566,144141,534770,59818,249976,65552,57639,0
0,20,70,149319,63261,24076,31108,4786,50150,4974,4621,0
0,21,84,1674652,170575,230724,665384,73524,214718,153059,32402,0
26,21,84,416302,18936,5479,21075,4395,26677,1983,2780,0
0,35,83,909767,122914,79627,81545,8649,202602,7795,3972,0
0,44,78,785606,158795,34955,91906,26619,330817,24319,4932,0
26,44,78,300342,120545,10876,21699,6862,34293,6382,2337,0
26,44,78,1299669,334991,9576,100000,57195,18465,93227,1693,0
26,44,78,219382,174640,14481,19666,9176,9010,11205,2742,0
26,44,78,291743,97145,32183,31512,15289,8699,12288,1456,0
26,44,78,67208,2597,238,5426,1480,17037,811,177,0
26,44,78,340182,49996,23643,32599,16089,35990,2299,998,0
0,43,80,598288,181616,31632,136063,13916,97256,19144,4871,0
0,37,67,394087,956286,226031,200483,97665,84637,18608,12544,0
0,24,66,463343,247812,36624,79789,29421,30122,23806,4389,0
26,24,66,655254,15572,16713,40367,5147,38584,9026,1049,0
26,24,66,358396,16950,15470,42105,3354,54029,2851,2659,0
0,16,78,1540205,95222,65666,151393,5605,78537,49279,8543,0
0,17,77,61535,48789,2753,32351,2024,31073,4796,2023,0
0,26,78,365707,188001,76006,60041,9740,95454,37777,4946,0
26,26,78,1621595,129598,56061,126846,31892,15666,19708,3611,0
26,26,78,547741,77281,8118,40142,4085,23624,5905,868,0
0,35,78,2093233,807245,181320,271206,16995,413053,100644,18808,0
0,29,64,583542,598057,27060,110957,23347,54412,35500,6947,0
26,29,64,159167,16039,6624,40864,3094,62937,2698,3418,0
26,29,64,171764,75141,11124,19596,3243,20063,3403,1692,0
0,23,67,1286815,192407,8455,179912,15336,54451,64396,6209,0
0,20,67,101731,51536,11661,27082,5332,12869,15426,1126,0
0,24,61,158811,48598,5076,18107,5560,61150,3724,1648,0
26,24,61,620458,119755,6961,23917,3884,17592,12075,1303,0
26,24,61,125521,179150,2350,22424,4904,34794,4714,1561,0
26,24,61,1010320,809973,71785,187591,22865,46116,26631,2145,0
26,24,61,482174,48913,17310,33427,1694,30810,1852,786,0
0,27,63,1878990,1663024,273819,294385,37500,347290,61296,16152,0
0,29,63,229461,46932,3735,50849,6107,18923,4313,3232,0
0,34,63,69591,37420,5785,25007,3138,17790,3839,1383,0
26,34,63,193676,36437,1957,37409,1899,30240,2203,2254,0
26,34,63,308291,62770,4659,25293,3648,49003,1797,1033,0
26,34,63,357729,24755,3250,31832,2237,43665,992,3129,0
26,34,63,114967,4347,469,501,2885,3254,1303,380,0
26,34,63,276425,87848,2541,55405,8882,18977,6904,1843,0
26,34,63,146432,17655,5435,5521,1910,3572,3855,645,0
26,34,63,589427,52346,9429,22766,5330,28835,2504,864,0
0,24,67,1003807,347550,57562,75780,14129,87287,6760,9119,0
0,29,70,588582,208128,57748,138580,43030,142264,9718,3126,0
0,27,66,36175,71657,10739,25393,2094,18318,5079,1801,0
0,26,61,570860,449685,24837,135411,4629,119024,5489,9672,0
26,26,61,114103,87915,15396,14231,2361,27329,1328,695,0
0,20,57,2385311,1982764,57405,428723,146169,100238,246082,15897,0
26,20,57,177955,76096,2462,21454,7585,53159,2607,994,0
26,20,57,1756721,84591,36767,36774,63788,49584,96328,7408,0
0,8,57,636571,266415,42027,98456,21796,24144,31204,13288,0
0,17,56,448170,99084,40052,40676,17440,151752,6381,2903,0
26,17,56,981057,130347,1066,26004,4197,10991,14127,3476,0
26,17,56,253110,37484,2571,61081,9522,26769,6786,1602,0
0,14,63,635289,362528,52393,258276,16364,60785,37397,9113,0
0,26,67,153289,68078,22443,33343,5704,43672,2187,1922,0
26,26,67,97415,10356,2094,5076,4282,9337,811,612,0
0,29,77,2532870,137665,11407,215228,11668,44236,108142,9665,0
26,29,77,750342,51572,20068,24191,8548,19485,4020,1520,0
26,29,77,184397,77946,10286,22657,5091,27908,2803,1562,0
26,29,77,233826,158611,15163,19278,4638,74823,2076,1653,0
26,29,77,100610,99943,4399,34300,1676,31427,2530,2823,0
26,29,77,657761,24489,2920,20223,4013,13863,5500,3508,0
0,21,74,698929,219341,12428,52214,21069,52165,23286,6516,0
26,21,74,20708,10906,2404,19568,978,10937,742,863,0
26,21,74,223855,47488,10097,23735,5819,44406,3615,1540,0
0,21,70,1202710,309129,71037,130919,14805,45866,42380,7031,0
26,21,70,363729,47472,26618,34755,9098,29704,2836,3442,0
0,23,66,74135,89245,7972,30702,1275,61176,7615,692,0
26,23,66,108652,16569,5000,10234,3456,6525,2297,701,0
26,23,66,2384739,52005,42065,86619,17176,60767,86896,9525,0
0,27,51,54529,608777,40874,83311,1992,170425,6762,14979,0
0,23,54,637014,661232,167775,82069,11669,81508,11567,5859,0
0,26,60,1177209,145808,18797,210069,20432,54522,49702,9637,0
26,26,60,146525,125334,18023,31338,2293,47000,2568,4135,0
0,26,75,1448686,23948,45887,140456,11131,77649,15991,3754,0
26,26,75,915989,171395,41707,136137,1908,159043,5128,7315,0
26,26,75,83996,3114,1988,5630,1862,9488,1046,944,0
0,30,83,226144,31560,6584,33647,2434,45999,4857,795,0
0,26,88,1060237,251572,39457,183376,47632,17879,73568,12043,0
0,21,75,498116,657587,16948,95115,18619,39219,62557,4392,0
26,21,75,217099,16298,19738,28123,1922,60353,5015,1748,0
0,17,70,2092369,356118,136914,718744,47086,337053,69995,31100,0
26,17,70,857937,45477,10156,15953,12853,10675,17942,3346,0
0,16,74,218577,30022,5196,35582,4548,31928,910,933,0
0,30,67,162101,58380,14347,35862,2697,57038,5741,962,0
0,44,84,758837,17546,56705,130293,15037,110504,3081,6618,0
26,44,84,633669,50556,11893,23403,11644,15996,14121,735,0
26,44,84,105689,90174,3832,26363,3411,51459,1363,1396,0
26,44,84,130265,82947,11920,36700,3137,68206,3373,1335,0
0,48,78,897179,111208,14785,140832,29912,131580,17901,5295,0
0,40,77,226616,496085,17129,242084,9361,60064,60715,3490,0
26,40,77,251012,102450,4923,25485,5848,42571,1913,2404,0
0,38,77,791905,185081,2796,141256,5003,148169,10501,6812,0
26,38,77,364895,95039,6165,13397,2952,36042,1855,1218,0
26,38,77,230996,39408,14962,18921,2734,21707,11077,2047,0
0,30,67,198508,207229,47716,75244,11500,50244,35039,7468,0
26,30,67,220704,35841,4883,21275,4457,34081,3475,818,0
0,34,74,110987,15140,19342,47317,3843,59864,5666,1821,0
26,34,74,383404,44220,1684,12311,7600,10087,13246,3620,0
26,34,74,1348098,12004,16636,19654,8379,33705,5353,2309,0
0,47,67,1400889,106215,7544,60118,22614,137621,5665,4549,0
0,48,66,72981,37087,1874,26956,5768,49718,1349,2299,0
26,48,66,776304,38820,14029,18303,9310,20058,3619,1910,0
0,53,63,1201626,293624,12822,107332,6861,125223,8666,3233,0
26,53,63,299401,39620,9036,30910,6945,17201,3538,1945,0
0,56,53,124383,25167,8319,19221,704,68322,2700,1280,0
26,56,53,611846,27009,2218,13517,6001,10832,13799,2940,0
0,56,56,1039379,131130,17026,78875,10233,149563,10729,3781,0
0,50,63,427155,128841,44176,132679,16237,67391,11336,8651,0
0,47,61,941886,575597,50014,126935,11198,160787,2782,8950,0
26,47,61,490930,34080,2160,26764,4227,35283,1299,736,0
26,47,61,170022,6094,9182,22412,8224,30779,3210,1878,0
26,47,61,1635828,134280,82059,66501,10088,90621,8051,3215,0
0,37,60,607721,353757,12701,102989,20340,116529,9428,7927,0
0,30,66,124580,36536,14381,34876,5971,25087,1909,2649,0
0,37,61,615565,117469,12707,103610,5940,116511,7119,5263,0
0,35,75,469439,95739,28716,137385,4346,41789,30667,7779,0
0,38,80,688398,163255,3637,133531,20055,116088,11295,9762,0
25,38,80,1892789,1860720,155867,124881,279662,199904,219058,30710,0
25,38,80,197530,97709,508,4133,5204,16225,13164,456,0
51,38,80,348392,2327,17346,2633,4662,5764,3535,4354,0
